"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"NUMBER_OF_CELLS";"STATISTIC";"SOURCE";"DATASET_TITLE";"SOURCE_ID"
815229;"Trachusa byssina";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;4;"max";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239313;"Andrena barbilabris";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;1;"min";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"Abeilles";444815
239316;"Andrena bimaculata";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;1;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239323;"Andrena chrysopus";"Perez, 1903";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;8;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
53077;"Andrena cineraria";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239363;"Andrena hattorfiana";"(Fabricius, 1775)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;5;"min";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"Abeilles";444815
239368;"Andrena humilis";"Imhoff, 1832";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;4;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239368;"Andrena humilis";"Imhoff, 1832";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;4;"min";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"Abeilles";444815
239434;"Andrena schencki";"Morawitz, 1866";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";NA;NA;NA;1;"min";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"Abeilles";444815
239584;"Chelostoma campanularum";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;2;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239588;"Chelostoma florisomne";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;2;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239594;"Chelostoma rapunculi";"(Lepeletier, 1841)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;3;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239616;"Colletes albomaculatus";"(Lucas, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;4;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239624;"Colletes floralis";"Eversmann, 1852";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;5;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
317811;"Colletes hederae";"Schmidt & Westrich, 1993";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;4;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239631;"Colletes maidli";"Noskiewicz, 1936";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;5;"min";"Janvier, H. 1980. Comportements d'abeilles Colletidae (Hymenoptera). Mémoire original diffusé par l'auteur, 344 pp";"Abeilles";447574
239640;"Dasypoda argentata";"Panzer, 1809";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
317939;"Halictus compressus";"(Walckenaer, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Halictus";NA;NA;NA;3;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
53130;"Halictus maculatus";"Smith, 1848";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Halictus";NA;NA;NA;10;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
53144;"Halictus quadricinctus";"(Fabricius, 1777)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Halictus";NA;NA;NA;5;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
815169;"Heriades crenulata";"Nylander, 1856";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Heriades";NA;NA;NA;4;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239718;"Heriades truncorum";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Heriades";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239723;"Hoplitis anthocopoides";"(Schenck, 1853)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";NA;NA;NA;8;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239729;"Hoplitis claviventris";"(Thomson, 1872)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";NA;NA;NA;4;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239732;"Hoplitis cristatula";"(Van der Zanden, 1990)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";NA;NA;NA;1;"min";"Lhomme, P. 2014. Hoplitis cristatula. The IUCN Red List of Threatened Species 2014: e.T19198907A21153582";"Abeilles";447575
239738;"Hoplitis leucomelana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Hoplitis";NA;NA;NA;3;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239796;"Hylaeus signatus";"(Panzer, 1797)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Hylaeinae";NA;"Hylaeus";NA;NA;NA;5;"min";"Janvier, H. 1980. Comportements d'abeilles Colletidae (Hymenoptera). Mémoire original diffusé par l'auteur, 344 pp";"Abeilles";447574
239838;"Lasioglossum glabriusculum";"(Morawitz, 1872)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;6;"min";"Pesenko Yu. A., Banaszak J., Radchenko V. G., Cierzniak T. 2000. Bees of the family Halictidae (excluding Sphecodes) of Poland : taxonomy, ecology, bionomics. Wydawnictwo Uczelniane Wyzszej Szkoly Pedagogicznej w Bydgoszczy, Bydgoszcz. 348pp.";"Abeilles";444727
239849;"Lasioglossum leucozonium";"(Schrank, 1781)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;6;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239862;"Lasioglossum minutissimum";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239865;"Lasioglossum nigripes";"(Lepeletier, 1841)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;30;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239871;"Lasioglossum pauxillum";"(Schenck, 1853)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;3;"min";"Pesenko Yu. A., Banaszak J., Radchenko V. G., Cierzniak T. 2000. Bees of the family Halictidae (excluding Sphecodes) of Poland : taxonomy, ecology, bionomics. Wydawnictwo Uczelniane Wyzszej Szkoly Pedagogicznej w Bydgoszczy, Bydgoszcz. 348pp.";"Abeilles";444727
815156;"Lasioglossum xanthopus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";NA;NA;NA;7;"min";"Pesenko Yu. A., Banaszak J., Radchenko V. G., Cierzniak T. 2000. Bees of the family Halictidae (excluding Sphecodes) of Poland : taxonomy, ecology, bionomics. Wydawnictwo Uczelniane Wyzszej Szkoly Pedagogicznej w Bydgoszczy, Bydgoszcz. 348pp.";"Abeilles";444727
808448;"Megachile albisecta";"(Klug in Germar, 1817)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;3;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239907;"Megachile analis";"Nylander, 1852";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239908;"Megachile apicalis";"Spinola, 1808";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
53157;"Megachile centuncularis";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;3;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
53158;"Megachile circumcincta";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;3;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
721013;"Megachile ericetorum";"Lepeletier, 1841";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;1;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239915;"Megachile genalis";"Morawitz, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;1;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239915;"Megachile genalis";"Morawitz, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;1;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239916;"Megachile giraudi";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;8;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239917;"Megachile lagopoda";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239917;"Megachile lagopoda";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;2;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
239919;"Megachile leachella";"Curtis, 1828";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;1;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239919;"Megachile leachella";"Curtis, 1828";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;1;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
53159;"Megachile maritima";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;5;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
239930;"Megachile rotundata";"(Fabricius, 1787)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";NA;NA;NA;5;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
240047;"Nomioides minutissimus";"(Rossi, 1790)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Nomioidinae";NA;"Nomioides";NA;NA;NA;14;"min";"Pesenko Yu. A., Banaszak J., Radchenko V. G., Cierzniak T. 2000. Bees of the family Halictidae (excluding Sphecodes) of Poland : taxonomy, ecology, bionomics. Wydawnictwo Uczelniane Wyzszej Szkoly Pedagogicznej w Bydgoszczy, Bydgoszcz. 348pp.";"Abeilles";444727
53172;"Osmia aurulenta";"(Panzer, 1799)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;4;"min";"Lhomme, P. 2014. Osmia aurulenta. The IUCN Red List of Threatened Species 2014: e.T19199876A21154911";"Abeilles";447576
53175;"Osmia caerulescens";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;5;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
240052;"Osmia cerinthidis";"Morawitz, 1875";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;2;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
53176;"Osmia cornuta";"(Latreille, 1805)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;2;"min";"Banaszak J., Romasenko L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Pedagogical University of Bydgoszcz, Bydgoszcz. 239 pp.";"Abeilles";444864
240072;"Osmia niveata";"(Fabricius, 1804)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
240075;"Osmia pilicornis";"Smith, 1846";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;1;"min";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
240084;"Osmia xanthomelana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;4;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
240086;"Panurgus banksianus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";NA;NA;NA;4;"min";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"Abeilles";444815
808468;"Pseudoanthidium nanum";"(Mocsary, 1881)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;6;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
808474;"Rhophitoides canus";"(Eversmann, 1852)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Rhophitoides";NA;NA;NA;6;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
839091;"Seladonia subaurata";"(Rossi, 1792)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Seladonia";NA;NA;NA;4;"min";"Pesenko Yu. A., Banaszak J., Radchenko V. G., Cierzniak T. 2000. Bees of the family Halictidae (excluding Sphecodes) of Poland : taxonomy, ecology, bionomics. Wydawnictwo Uczelniane Wyzszej Szkoly Pedagogicznej w Bydgoszczy, Bydgoszcz. 348pp.";"Abeilles";444727
815229;"Trachusa byssina";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;2;"min";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
