"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"MATERIALS";"MATERIAL_TYPE";"SOURCE";"DATASET_TITLE";"SOURCE_ID"
"bfNestMat179";"Osmia ferruginea Latreille, 1811";"240057";"Osmia ferruginea";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"petals";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat180";"Osmia gallarum Spinola, 1807";"53181";"Osmia gallarum";"Spinola, 1807";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat181";"Osmia inermis (Zetterstedt, 1838)";"240060";"Osmia inermis";"(Zetterstedt, 1838)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat182";"Osmia latreillei (Spinola, 1806)";"240064";"Osmia latreillei";"(Spinola, 1806)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat183";"Osmia leaiana (Kirby, 1802)";"240065";"Osmia leaiana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat184";"Osmia ligurica Morawitz, 1868";"814904";"Osmia ligurica";"Morawitz, 1868";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat185";"Osmia lunata Benoist, 1928";"240066";"Osmia lunata";"Benoist, 1928";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"petals";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat186";"Osmia lunata Benoist, 1928";"240066";"Osmia lunata";"Benoist, 1928";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"soil";"mineral";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat187";"Osmia melanogaster Spinola, 1807";"240067";"Osmia melanogaster";"Spinola, 1807";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat188";"Osmia mustelina Gerstäcker, 1869";"318412";"Osmia mustelina";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat189";"Osmia nigriventris (Zetterstedt, 1838)";"240071";"Osmia nigriventris";"(Zetterstedt, 1838)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat190";"Osmia niveata (Fabricius, 1804)";"240072";"Osmia niveata";"(Fabricius, 1804)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat191";"Osmia parietina Curtis, 1828";"240074";"Osmia parietina";"Curtis, 1828";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat192";"Osmia rufohirta Latreille, 1811";"53186";"Osmia rufohirta";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat193";"Osmia saxicola Ducke, 1899";"318423";"Osmia saxicola";"Ducke, 1899";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat194";"Osmia saxicola Ducke, 1899";"318423";"Osmia saxicola";"Ducke, 1899";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"petals";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat195";"Osmia signata Erichson in Waltl, 1835";"240077";"Osmia signata";"Erichson in Waltl, 1835";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Vereecken, N., Niolu, P., Dufrêne, e. & Le goff, G. 2010. Observations sur les nids de deux chalicodomes et leurs occupants en Sardaigne (Italie). Osmia, 4: 15-19.";"Abeilles";447747
"bfNestMat196";"Osmia spinulosa (Kirby, 1802)";"718484";"Osmia spinulosa";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat197";"Osmia submicans Morawitz, 1870";"240078";"Osmia submicans";"Morawitz, 1870";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"clay";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat198";"Osmia submicans Morawitz, 1870";"240078";"Osmia submicans";"Morawitz, 1870";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"sand";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat199";"Osmia tergestensis Ducke, 1897";"718487";"Osmia tergestensis";"Ducke, 1897";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"clay";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat200";"Osmia tergestensis Ducke, 1897";"718487";"Osmia tergestensis";"Ducke, 1897";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat201";"Osmia tergestensis Ducke, 1897";"718487";"Osmia tergestensis";"Ducke, 1897";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat202";"Osmia tricornis Latreille, 1811";"240079";"Osmia tricornis";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"soil";"mineral";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat203";"Osmia versicolor Latreille, 1811";"240081";"Osmia versicolor";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat204";"Osmia versicolor Latreille, 1811";"240081";"Osmia versicolor";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat205";"Osmia versicolor Latreille, 1811";"240081";"Osmia versicolor";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"soil";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat206";"Osmia viridana Morawitz, 1873";"240083";"Osmia viridana";"Morawitz, 1873";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat207";"Osmia viridana Morawitz, 1873";"240083";"Osmia viridana";"Morawitz, 1873";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"plant particules";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat208";"Osmia viridana Morawitz, 1873";"240083";"Osmia viridana";"Morawitz, 1873";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"soil";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat209";"Osmia xanthomelana (Kirby, 1802)";"240084";"Osmia xanthomelana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"pine needles";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat210";"Osmia xanthomelana (Kirby, 1802)";"240084";"Osmia xanthomelana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"grass";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat211";"Osmia xanthomelana (Kirby, 1802)";"240084";"Osmia xanthomelana";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";NA;NA;NA;"roots";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat212";"Panurgus calcaratus (Scopoli, 1763)";"240087";"Panurgus calcaratus";"(Scopoli, 1763)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";NA;NA;NA;"soil";"mineral";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestMat213";"Panurgus canescens Latreille, 1811";"240088";"Panurgus canescens";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";NA;NA;NA;"soil";"mineral";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestMat214";"Panurgus dentipes Latreille, 1811";"240091";"Panurgus dentipes";"Latreille, 1811";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";NA;NA;NA;"soil";"mineral";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestMat215";"Protosmia exenterata (Perez in Ferton, 1895)";"240094";"Protosmia exenterata";"(Perez in Ferton, 1895)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Protosmia";NA;NA;NA;"resin";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat216";"Protosmia glutinosa (Giraud, 1872)";"318473";"Protosmia glutinosa";"(Giraud, 1872)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Protosmia";NA;NA;NA;"resin";"vegetal";"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";444698
"bfNestMat217";"Pseudoanthidium melanurum (Klug, 1832)";"240099";"Pseudoanthidium melanurum";"(Klug, 1832)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat218";"Pseudoanthidium nanum (Mocsary, 1881)";"808468";"Pseudoanthidium nanum";"(Mocsary, 1881)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;"fibers";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat219";"Pseudoanthidium nanum (Mocsary, 1881)";"808468";"Pseudoanthidium nanum";"(Mocsary, 1881)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat220";"Pseudoanthidium reticulatum (Mocsary, 1884)";"240100";"Pseudoanthidium reticulatum";"(Mocsary, 1884)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat221";"Pseudoanthidium scapulare (Latreille, 1809)";"814908";"Pseudoanthidium scapulare";"(Latreille, 1809)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat222";"Rhodanthidium caturigense (Giraud, 1863)";"240101";"Rhodanthidium caturigense";"(Giraud, 1863)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat223";"Rhodanthidium caturigense (Giraud, 1863)";"240101";"Rhodanthidium caturigense";"(Giraud, 1863)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat224";"Rhodanthidium caturigense (Giraud, 1863)";"240101";"Rhodanthidium caturigense";"(Giraud, 1863)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"plant particules";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat225";"Rhodanthidium caturigense (Giraud, 1863)";"240101";"Rhodanthidium caturigense";"(Giraud, 1863)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"resin";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat226";"Rhodanthidium septemdentatum (Latreille, 1809)";"240104";"Rhodanthidium septemdentatum";"(Latreille, 1809)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"pebbles";"mineral";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat227";"Rhodanthidium septemdentatum (Latreille, 1809)";"240104";"Rhodanthidium septemdentatum";"(Latreille, 1809)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";NA;NA;NA;"resin";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat228";"Trachusa byssina (Panzer, 1798)";"815229";"Trachusa byssina";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat229";"Trachusa byssina (Panzer, 1798)";"815229";"Trachusa byssina";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"resin";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat230";"Trachusa interrupta (Fabricius, 1781)";"240175";"Trachusa interrupta";"(Fabricius, 1781)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"leaves";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat231";"Trachusa interrupta (Fabricius, 1781)";"240175";"Trachusa interrupta";"(Fabricius, 1781)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"resin";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat232";"Trachusa laeviventris (Dours, 1873)";"814909";"Trachusa laeviventris";"(Dours, 1873)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"leaves";"vegetal";"Bogusch, P. & Straka, J. 2014. Trachusa laeviventris (Europe assessment). The IUCN Red List of Threatened Species 2014: e.T19198943A21146488. Accessed on 28 February 2024. https://www.iucnredlist.org/fr/species/19198943/21146488";"Abeilles";444889
"bfNestMat233";"Trachusa laeviventris (Dours, 1873)";"814909";"Trachusa laeviventris";"(Dours, 1873)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"resin";"vegetal";"Bogusch, P. & Straka, J. 2014. Trachusa laeviventris (Europe assessment). The IUCN Red List of Threatened Species 2014: e.T19198943A21146488. Accessed on 28 February 2024. https://www.iucnredlist.org/fr/species/19198943/21146488";"Abeilles";444889
"bfNestMat234";"Trachusa laticeps (Morawitz, 1873)";"240176";"Trachusa laticeps";"(Morawitz, 1873)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";NA;NA;NA;"resin";"vegetal";"Bogusch, P. & Straka, J. 2014. Trachusa laticeps (Europe assessment). The IUCN Red List of Threatened Species 2014: e.T19199855A21146493. Accessed on 14 March 2024.";"Abeilles";447748
"bfNestMat235";"Xylocopa iris (Christ, 1791)";"240178";"Xylocopa iris";"(Christ, 1791)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Xylocopini";"Xylocopa";NA;NA;NA;"plant particules";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat236";"Xylocopa valga Gerstacker, 1872";"240179";"Xylocopa valga";"Gerstacker, 1872";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Xylocopini";"Xylocopa";NA;NA;NA;"plant particules";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestMat237";"Xylocopa violacea (Linnaeus, 1758)";"53198";"Xylocopa violacea";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Xylocopini";"Xylocopa";NA;NA;NA;"plant particules";"vegetal";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
